Province_State,Country_Region,Lat,Long_
New Jersey,US,39.87681124,-74.66927768
New Jersey,US,39.80343818,-74.96388753
New Jersey,US,40.56335249,-74.91284156
New Jersey,US,41.13891592,-74.69118243
New Jersey,US,40.85951833,-74.99556527
New Jersey,US,39.71581067,-75.13995546
New Jersey,US,39.47538693,-74.65848483
New Jersey,US,39.15008829,-74.80170244
New Jersey,US,39.37199394,-75.10712559
New Jersey,US,39.58719656,-75.34696629999998
California,US,34.30828379,-118.2282411
California,US,37.23104908,-121.6970462
California,US,33.03484597,-116.7365326
California,US,37.4228808,-122.32755459999998
California,US,37.75215114,-122.4385672
California,US,33.70147516,-117.76459979999998
California,US,37.64629437,-121.8929271
California,US,37.91923498,-121.9289527
California,US,38.45106826,-121.3425374
California,US,38.07122463,-122.7210631
California,US,37.93433732,-121.2730061
California,US,33.74314981,-115.9933578
California,US,35.38822029,-120.4039028
California,US,34.44465746,-119.0910613
California,US,38.52746429,-122.8862506
California,US,34.84060306,-116.1774685
California,US,37.05580291,-122.0066524
California,US,38.26827353,-121.9357113
California,US,34.65329488,-120.0188492
California,US,39.06167234,-120.7240569
California,US,36.22026558,-118.8020203
California,US,36.21862405,-121.2413397
California,US,38.68278902,-121.9018288
California,US,36.75733899,-119.6466953
California,US,33.0393082,-115.3669042
California,US,36.60308176,-121.069975
California,US,37.55862499,-120.9970722
California,US,35.34329425,-118.7277796
California,US,37.21513971,-119.76655890000002
California,US,40.69923009,-123.876044
California,US,38.20537103,-120.552913
California,US,41.59198861,-122.5407434
California,US,39.26255932,-121.3535644
California,US,40.76391419,-122.0396884
California,US,39.30394768,-120.7627281
California,US,39.4381191,-123.3911313
California,US,38.44583082,-120.65696
California,US,37.93899289,-118.8872409
California,US,39.66727762,-121.6005252
California,US,38.50735751,-122.332839
Illinois,US,41.84144849,-87.81658794
Illinois,US,41.85116968,-88.08642662
Illinois,US,42.3224907,-88.00367925
Illinois,US,41.44619267,-87.97862712
Illinois,US,41.93842729,-88.42861412
Illinois,US,42.32451172,-88.45248227
Illinois,US,40.48996987,-88.84621113
Illinois,US,39.75836914,-89.65872023
Illinois,US,42.33641854,-89.16085327
Illinois,US,41.59081014,-88.42869583
Illinois,US,38.46996033,-89.93063427
Illinois,US,38.60704876,-89.42385254
Illinois,US,40.78702156,-89.76078901
Illinois,US,40.78579374,-89.20973757
Illinois,US,38.83042506,-89.90422563
Illinois,US,41.13746989,-87.86205334
Illinois,US,0.0,0.0
Illinois,US,40.13919438,-88.20046615
Illinois,US,39.27432424,-88.2401158
Illinois,US,41.75509713,-89.91556058
Illinois,US,37.78595185,-89.38232563
Illinois,US,37.73033511,-88.92994027
Illinois,US,41.34426129999999,-88.88633881
Illinois,US,38.35309213,-89.40982703
Illinois,US,39.98815591,-91.18786813
Illinois,US,39.54581621,-89.27780482
Illinois,US,41.89373302,-88.76958483
Illinois,US,42.36542373,-90.21094405
Illinois,US,42.35129217,-89.662598
Illinois,US,40.89188292,-88.55784752
Illinois,US,41.46613806,-90.57042164
Michigan,US,42.28098405,-83.281255
Michigan,US,42.66090111,-83.38595416
Michigan,US,42.69158356,-82.92752801
Michigan,US,42.253105,-83.83853204
Michigan,US,43.03197711,-85.54934642
Michigan,US,43.02244215,-83.70589709
Michigan,US,42.59716886,-84.37472069
Michigan,US,42.60302282,-83.91297209
Michigan,US,42.92655373,-82.67937954
Michigan,US,41.92734151,-83.53749864
Michigan,US,42.95996803,-85.9969107
Michigan,US,43.64330771,-84.38804374
Michigan,US,41.95447397,-86.41313079999998
Michigan,US,45.37790017,-85.19614053
Michigan,US,42.94400871,-84.60145248
Michigan,US,42.59599185,-84.83740035
Michigan,US,42.24633834,-85.00493569
Michigan,US,43.33433923,-84.05131209999998
Michigan,US,43.31082541,-85.15252824
Michigan,US,43.70639106,-83.98731479
Michigan,US,44.94430054,-85.80150326
Michigan,US,45.02085831,-84.59898295
Michigan,US,42.24807035,-84.42258681
Michigan,US,42.59513984,-85.30834519
Michigan,US,44.33853602,-85.57712739
Michigan,US,43.98794227,-84.84819859999998
Michigan,US,42.59147037,-85.89102866
Michigan,US,43.46606813,-83.41897025
Michigan,US,43.98901072,-84.38774817
Michigan,US,45.52625509,-84.89083249
Michigan,US,44.69565625,-85.55585247
Michigan,US,44.33473082,-84.61067651
Florida,US,25.6112362,-80.55170587
Florida,US,26.15184651,-80.48725556
Florida,US,26.64676272,-80.46536002
Florida,US,27.9276559,-82.32013172
Florida,US,30.33225875,-81.66976468
Florida,US,27.93130349,-82.72239666
Florida,US,29.67866525,-82.35928158
Florida,US,26.11091986,-81.34687065
Florida,US,28.51367621,-81.31799498
Florida,US,26.58410348,-81.88399313
Florida,US,28.06312234,-81.14882926
Florida,US,28.7158582,-81.24060348
Florida,US,29.90096506,-81.43589967
Florida,US,27.18546175,-82.33174248
Florida,US,30.69143028,-86.59267105
Florida,US,29.05858895,-81.18263252
Florida,US,27.47196942,-82.31831044
Florida,US,28.30810945,-82.40227529
Florida,US,27.95027105,-81.69732947
Florida,US,28.84804315,-82.47614748
Florida,US,27.69308961,-80.60556721
Florida,US,29.98319144,-81.85609986
Florida,US,28.29409504,-80.73091022
Florida,US,28.76202069,-81.7125123
Florida,US,30.45955727,-84.27491114
Florida,US,28.70181754,-82.0794267
Florida,US,28.55364461,-82.42700204
Florida,US,30.693414500000006,-87.02458128
Florida,US,30.67652764,-87.37284571
Florida,US,30.64204028,-86.16935664
Florida,US,29.21227113,-82.05803627
Florida,US,27.37763908,-80.47106649
Florida,US,26.90131002,-81.92949121
Florida,US,27.0772071,-80.43109784
Florida,US,30.33060121,-82.28467476
Florida,US,29.60779729,-81.74230285
Florida,US,30.22509788,-82.62160164
Florida,US,30.57796289,-84.61915825
Florida,US,30.61037141,-81.80297522
Florida,US,30.7954597,-85.21500423
Florida,US,25.20904673,-81.07812416
Florida,US,30.26548745,-85.62122584
Florida,US,27.34254618,-81.34071957
Florida,US,0.0,0.0
Florida,US,29.95079741,-82.16611613
Florida,US,29.45933576,-81.31508595
Louisiana,US,30.06971951,-89.92660315
Louisiana,US,29.74075478,-90.11115756
Louisiana,US,0.0,0.0
Louisiana,US,30.40942847,-89.95642711
Louisiana,US,30.53842039,-91.09777565
Louisiana,US,32.57991587,-93.88375652
Louisiana,US,29.87761636,-89.51887093
Louisiana,US,30.20406249,-90.91328409999998
Louisiana,US,29.52470226,-90.40976986
Louisiana,US,29.37343766,-90.82626855
Louisiana,US,30.12597499,-90.4753503
Louisiana,US,29.90709658,-90.35555967
Louisiana,US,30.2049055,-92.06959876
Louisiana,US,32.67932307,-93.60460152
Louisiana,US,29.42245447,-89.60322085
Louisiana,US,30.22931235,-93.35400434
Louisiana,US,30.46058217,-91.30989571
Louisiana,US,30.59724262,-92.00135806
Louisiana,US,30.62888673,-90.40664996
Louisiana,US,30.85288548,-90.03866652
Louisiana,US,29.86803617,-91.75871777
Louisiana,US,30.25734305,-91.3499598
Louisiana,US,30.44143993,-90.73061664
Louisiana,US,31.19778499,-92.52997303
Louisiana,US,32.05457447,-93.74130302
Louisiana,US,30.72985248,-92.39915924
Louisiana,US,32.47645559,-92.15704172
Louisiana,US,30.02531716,-90.80212061
Louisiana,US,29.89946234,-91.06461642
Louisiana,US,32.70847669,-93.33121835
Louisiana,US,31.66778967,-91.84526385
Louisiana,US,31.07796211,-92.00079449
Louisiana,US,30.64836518,-93.34173616
Louisiana,US,32.34569994,-93.05398492
Louisiana,US,32.82308512,-92.99526883
Louisiana,US,29.69262097,-91.44702164
Louisiana,US,30.2950649,-92.41419698
Massachusetts,US,42.48607732,-71.39049229
Massachusetts,US,42.3279514,-71.07850442
Massachusetts,US,42.16073095,-71.20530408
Massachusetts,US,42.6687626,-70.94687179
Massachusetts,US,42.35026951,-71.90493363
Massachusetts,US,41.94070556,-70.80802823
Massachusetts,US,41.72980578,-70.28854339
Massachusetts,US,41.79228404,-71.10872211
Massachusetts,US,0.0,0.0
Massachusetts,US,42.37428441,-73.20524838
Massachusetts,US,42.13440424,-72.63235561
Massachusetts,US,42.58119713,-72.58602547
Massachusetts,US,42.33997957,-72.65898478
Texas,US,32.76670599,-96.7779605
Texas,US,29.85864939,-95.39339521
Texas,US,30.33432034,-97.7853562
Texas,US,32.77143818,-97.29101614
Texas,US,29.44928723,-98.52019748
Texas,US,33.18820114,-96.57264368
Texas,US,33.20521901,-97.11691153
Texas,US,29.52704478,-95.77219463
Texas,US,31.55255453,-97.20217694
Texas,US,29.18757369,-95.44563172
Texas,US,30.30079133,-95.50572772
Texas,US,30.663644800000004,-96.30205577
Texas,US,29.40167322,-94.90469073
Texas,US,32.37474036,-95.2717568
Texas,US,31.03736027,-97.4785025
Texas,US,33.61008596,-101.8204789
Texas,US,30.64655664,-97.6004854
Texas,US,31.76980765,-106.2363275
Texas,US,30.05669873,-98.02944344
Texas,US,26.14524221,-97.48140372
Texas,US,27.7610369,-99.33237355
Texas,US,33.98842886,-98.7041034
Texas,US,28.81955746,-96.01230294
Texas,US,32.34894117,-96.79371841
Texas,US,29.8832777,-94.16434171
Texas,US,33.60771256,-102.3431676
Texas,US,32.37877812,-97.36615819
Texas,US,29.80811278,-98.27647225
Texas,US,30.54579585,-95.98902499
Texas,US,31.77430356,-98.99907113
Texas,US,34.96585996,-101.8971322
Texas,US,34.53016752,-102.2617243
Texas,US,30.33364686,-94.38931817
Texas,US,26.39418217,-98.18299696
Texas,US,28.89333001,-98.52730485
Texas,US,32.47940482,-94.81591935
Texas,US,29.38508402,-96.93186692
Texas,US,33.44626922,-94.41834132
Texas,US,32.10773545,-94.76176432
Texas,US,33.59564294,-96.10751083
Texas,US,29.08101855,-97.3568117
Texas,US,32.56483801,-95.83766469
Texas,US,31.43052248,-102.5143314
Texas,US,33.66981763,-95.57404777
Texas,US,31.86904128,-102.0315682
Texas,US,35.40425596,-102.6027606
Texas,US,30.785818300000006,-96.97718698
Texas,US,29.94414155,-98.7113588
Texas,US,29.58165339,-97.94786822
Texas,US,29.87788372,-96.92076062
Texas,US,29.3557301,-99.11030298
Texas,US,29.27765923,-96.22319248
Texas,US,27.736286,-97.5433285
Texas,US,32.73706798,-94.93999853
Texas,US,34.96522957,-102.6054267
Texas,US,29.70972016,-94.67154501
Texas,US,30.15152688,-94.81205615
Texas,US,30.78801353,-98.181887
Texas,US,30.73872995,-95.57440968
Georgia,US,33.79216944,-84.46319413
Georgia,US,33.94243204,-84.5761255
Georgia,US,34.23732119,-84.83887523
Georgia,US,33.76944049,-84.22396017
Georgia,US,31.53328528,-84.21722377
Georgia,US,0.0,0.0
Georgia,US,33.96044201,-84.02137802
Georgia,US,34.24393976,-84.47431861
Georgia,US,31.779330600000005,-84.14324253
Georgia,US,33.58138199,-85.07976677
Georgia,US,33.54187245,-84.35594188
Georgia,US,33.35777107,-82.07026432
Georgia,US,34.26268279,-85.21577392
Georgia,US,33.41357794,-84.49089434
Georgia,US,33.95436462,-83.37124007
Georgia,US,34.32207823,-83.81896936
Georgia,US,30.83568832,-83.27056716
Georgia,US,33.35334302,-84.76129976
Georgia,US,33.4533428,-84.14814659999998
Georgia,US,34.00267074,-85.18677781
Georgia,US,34.50487351,-84.87296253
Georgia,US,33.55514538,-83.84547140000002
Georgia,US,33.03349196,-85.02812115
Georgia,US,34.22604035,-84.12315129999998
Georgia,US,33.91969522,-84.86848792
Georgia,US,32.00043026,-81.12489526
Georgia,US,33.70291126,-84.77026156
Georgia,US,33.54534185,-82.263524
Georgia,US,31.23279254,-81.53811412
Georgia,US,32.56934316,-83.82937
Georgia,US,33.07841647,-84.14263877
Georgia,US,34.80987459,-84.96093476
Georgia,US,33.65145002,-84.02202167
Georgia,US,31.32155345,-84.90255207
Georgia,US,32.46325233,-82.92221316
Georgia,US,32.50931999,-84.87142262
Georgia,US,32.36616021,-81.34280942
Georgia,US,31.45743864,-83.5236119
Georgia,US,33.26310031,-84.28013991
Georgia,US,31.55162306,-83.85090513
Georgia,US,34.46589159,-84.46406611
Georgia,US,32.03650571,-84.19821492
Georgia,US,31.77527543,-84.44069698
Georgia,US,33.06882326,-83.24701748
Georgia,US,30.78371028,-82.13951596
Georgia,US,32.45802497,-83.66879087
Georgia,US,33.99148694,-83.71436292
Georgia,US,33.83749973,-83.43679568
Georgia,US,31.71612656,-83.62069378
Georgia,US,32.80904227,-83.70489165
Georgia,US,31.16568912,-84.73151117
Georgia,US,33.29686567,-85.12886832
Georgia,US,34.44244079,-84.16964071
Georgia,US,33.014289,-83.92097166
Georgia,US,31.76622818,-84.75732369
Georgia,US,30.91395822,-82.70432472
Georgia,US,33.79201475,-82.45024131
Georgia,US,34.57286511,-84.00425681
Georgia,US,33.283094500000004,-83.95435040000002
Georgia,US,34.47197698,-85.34535662
Georgia,US,32.67435595,-83.43078662
Colorado,US,39.76018276,-104.8725695
Colorado,US,39.62754308,-106.6933637
Colorado,US,38.83240149,-104.5251411
Colorado,US,39.58635604,-105.2517692
Colorado,US,39.64977461,-104.3353617
Colorado,US,40.55499405,-104.3929621
Colorado,US,40.09313619,-105.3546767
Colorado,US,39.33133796,-104.930001
Colorado,US,40.66671597,-105.4625784
Colorado,US,38.66611652,-107.0320729
Colorado,US,39.87432092,-104.3362578
Colorado,US,39.21720112,-106.9310027
Colorado,US,39.59921777,-107.902708
Colorado,US,39.63803232,-106.1150762
Colorado,US,38.17359144,-104.5127437
Colorado,US,40.48596505,-106.9905548
Colorado,US,39.68864463,-105.6463118
Colorado,US,38.74745778,-106.19265729999998
Colorado,US,39.28656773,-104.1358721
Colorado,US,39.01787888,-108.469799
Colorado,US,40.10603347,-106.1178042
Colorado,US,40.26279810000001,-103.8093302
Colorado,US,38.32608609,-103.7844965
Colorado,US,39.95998787,-105.0566324
Colorado,US,39.120926,-105.7182065
Colorado,US,40.00346839,-102.4258673
Colorado,US,0.0,0.0
Colorado,US,37.82247444,-107.3004345
Colorado,US,38.40214114,-108.26390220000002
Colorado,US,38.00450883,-108.4020725
Pennsylvania,US,40.21053671,-75.36652296
Pennsylvania,US,40.00338507,-75.1379271
Pennsylvania,US,39.91680171,-75.40243663
Pennsylvania,US,40.46809875,-79.98167747
Pennsylvania,US,40.33682119,-75.10836643
Pennsylvania,US,41.05934058,-75.34031025
Pennsylvania,US,39.97291773,-75.74768357
Pennsylvania,US,40.75182733,-75.30471829
Pennsylvania,US,40.6154815,-75.59435245
Pennsylvania,US,40.41570541,-75.92457766
Pennsylvania,US,40.1625372,-77.26130755
Pennsylvania,US,39.9210089,-76.73040131
Pennsylvania,US,40.19208869,-80.24582867
Pennsylvania,US,41.17823008,-75.98447579
Pennsylvania,US,40.03904563,-76.24770128
Pennsylvania,US,41.43564672,-75.60379201
Pennsylvania,US,39.87140411,-77.21610347
Pennsylvania,US,40.31377979999999,-79.46615476
Pennsylvania,US,41.33155042,-75.03208106
Pennsylvania,US,40.6825484,-80.34921611
Pennsylvania,US,40.36680311,-76.45651841
Pennsylvania,US,41.64938475,-75.29956506
Pennsylvania,US,41.99253829,-80.03301954
Pennsylvania,US,39.92956518,-77.72157791
Pennsylvania,US,40.92058903,-77.82200624
Pennsylvania,US,41.74471626,-77.89559864
Pennsylvania,US,40.91152759,-79.91351055
Pennsylvania,US,40.41377078,-76.77993242
Pennsylvania,US,41.03023987,-76.66345939
Pennsylvania,US,41.04821986,-76.40565017
Pennsylvania,US,39.92041012,-79.64291195
Pennsylvania,US,40.70497338,-76.2150785
Pennsylvania,US,41.30248872,-80.25816981
Tennessee,US,36.17007426,-86.78646056
Tennessee,US,35.1864775,-89.89692423
Tennessee,US,35.89099229,-86.89281867
Tennessee,US,36.46824103,-86.45917204
Tennessee,US,35.17670231,-85.16652245
Tennessee,US,35.84591405,-86.4107263
Tennessee,US,36.14005459,-85.50646123
Tennessee,US,35.99508821,-83.94635435
Tennessee,US,35.501942,-89.73694895
Tennessee,US,36.26136216,-87.08903581
Tennessee,US,36.14669837,-87.35891709
Tennessee,US,36.52454807,-86.87346725
Tennessee,US,35.19615831,-89.41399032
Tennessee,US,36.49609412,-87.38550661
Tennessee,US,35.44550387,-84.24902965
Tennessee,US,36.04818632,-83.45148924
Tennessee,US,36.40355516,-84.15108559999999
Tennessee,US,35.95271721,-84.99840585
Tennessee,US,36.05931946,-89.41542855
Tennessee,US,36.15496772,-86.29775884
Tennessee,US,35.97366108,-88.45189331
Tennessee,US,36.29472368,-82.49454720000001
Tennessee,US,36.17470125,-82.84691273
Tennessee,US,35.15739424,-84.857186
Tennessee,US,36.21990035,-83.26586179
Tennessee,US,35.6187413,-87.07462444
Tennessee,US,36.42325673,-84.50360494
Tennessee,US,36.51240691,-82.30412917
Tennessee,US,35.78077323,-83.52244332
Tennessee,US,36.12684348,-84.19965764
Tennessee,US,35.68938198,-83.92847788
Tennessee,US,35.99438059,-88.93358327
Tennessee,US,35.42812616,-84.61520715
Tennessee,US,35.9278914,-83.11828725
Tennessee,US,35.84923189,-84.52458689
Tennessee,US,35.42527478,-88.6095842
Tennessee,US,35.15634626,-86.09201039
Tennessee,US,36.28872054,-87.71878828
Tennessee,US,35.73939663,-84.31145275
Tennessee,US,35.12997174,-85.62265895
Tennessee,US,35.63708728,-87.86139634
Wisconsin,US,43.00486062,-87.96733172
Wisconsin,US,43.06601594,-89.41733797
Wisconsin,US,43.01833055,-88.30431188
Wisconsin,US,43.75354908,-88.48885325
Wisconsin,US,43.36863664,-88.22974712
Wisconsin,US,43.38352225,-87.94625009
Wisconsin,US,42.57639354,-88.04051686
Wisconsin,US,43.72099677,-87.94579284
Wisconsin,US,44.06886922,-88.64477096
Wisconsin,US,43.90632465,-91.11451093
Wisconsin,US,43.46492199,-89.33589004
Wisconsin,US,42.74753117,-88.05941254
Wisconsin,US,44.726614,-91.28609183
Wisconsin,US,44.4526553,-88.00411844
Wisconsin,US,42.66858202,-88.54163073
Wisconsin,US,42.67151616,-89.07147900000002
Wisconsin,US,44.41578887,-88.46565023
Wisconsin,US,43.42574087,-89.94966132
Wisconsin,US,45.03437474,-92.45000068
Wisconsin,US,43.02054068,-88.77529134
Wisconsin,US,44.71850291,-92.4224416
Wisconsin,US,44.45537896,-90.04158336
Wisconsin,US,44.0816316,-88.21780273
Wisconsin,US,46.52868768,-91.19716729
Wisconsin,US,44.94562799,-91.8962481
Wisconsin,US,45.06939744,-91.28068855
Wisconsin,US,44.89792533,-89.75863384
Wisconsin,US,46.43222285,-91.91595768
Wisconsin,US,42.6794956,-89.60243287
Ohio,US,41.424119,-81.65918339
Ohio,US,39.96995815,-83.01115755
Ohio,US,41.12464734,-81.53123079
Ohio,US,41.29553751,-82.15083537
Ohio,US,39.19673558,-84.54502924
Ohio,US,41.01631101,-80.77287029
Ohio,US,39.44012838,-84.57388716
Ohio,US,40.0543329,-84.22871271
Ohio,US,40.81482476,-81.36437305
Ohio,US,41.11770589,-81.89986209999998
Ohio,US,41.62101218,-83.65468618
Ohio,US,41.69710807,-81.23676539
Ohio,US,40.27942393,-83.00457058
Ohio,US,39.75394919,-84.29050975
Ohio,US,39.04847534,-84.15375786
Ohio,US,41.31735028,-80.76109643
Ohio,US,39.42581994,-84.16557457
Ohio,US,40.01625942,-80.9924051
Ohio,US,40.44214695,-81.47226262
Ohio,US,41.49952319,-81.17935342
Ohio,US,40.30096166,-81.91729018
Ohio,US,41.70860332,-80.74830218
Ohio,US,41.32398837,-84.49076944
Ohio,US,40.76932373,-80.78094576
Ohio,US,40.13412966,-84.6194517
Ohio,US,41.14651175,-82.59867951
Ohio,US,40.84772277,-82.27280781
Ohio,US,39.91592258,-83.78498252
Ohio,US,40.77180308,-82.53799609999999
Ohio,US,40.58610662,-83.15736305
Ohio,US,40.09136236,-82.48185785
Ohio,US,40.30016061,-83.37239023
Ohio,US,41.36796058,-82.62904521
Ohio,US,38.82708533,-82.31647569
Ohio,US,39.89381073,-83.40178317
Ohio,US,40.5789686,-81.09178213
Ohio,US,39.41485808,-83.80852286
Ohio,US,39.69116283,-83.89032084
Ohio,US,41.00250487,-83.66838948
Ohio,US,41.16793482,-81.19735782
Ohio,US,41.36224827,-83.62285108
Ohio,US,39.45690571,-81.49121382
Ohio,US,40.39830217,-82.42027563
Connecticut,US,41.26809896,-73.3881171
Connecticut,US,41.80283011,-72.73103891
Connecticut,US,41.4080325,-72.93620426
Connecticut,US,41.85853803,-72.3308481
Connecticut,US,41.7937534,-73.2451475
Connecticut,US,41.45949668,-72.53714864
Connecticut,US,41.48896435,-72.10430976
Connecticut,US,41.82972709,-71.98182316
North Carolina,US,35.24469268,-80.8317671
North Carolina,US,35.78879266,-78.65249174
North Carolina,US,36.03638492,-78.87608331
North Carolina,US,36.12859861,-80.25459052
North Carolina,US,34.98960527,-80.52955873
North Carolina,US,36.07959451,-79.78824948
North Carolina,US,35.36731853,-78.87243571
North Carolina,US,35.3877799,-80.55267168
North Carolina,US,34.070565,-78.22814204
North Carolina,US,35.80950511,-80.8743128
North Carolina,US,36.06092947,-79.12167935
North Carolina,US,34.8932941,-76.54120135
North Carolina,US,34.25758282,-77.87075626
North Carolina,US,35.61113393,-82.53305
North Carolina,US,35.1349263,-84.05970864
North Carolina,US,36.081519,-78.28708884
North Carolina,US,35.70394416,-79.25541492
North Carolina,US,35.51745004,-78.36622717
North Carolina,US,34.72607366,-77.42908179
North Carolina,US,35.70625477,-77.917978
North Carolina,US,35.29373559,-81.17477045
North Carolina,US,35.59535426,-77.37353178
North Carolina,US,35.04762133,-78.82623165
North Carolina,US,35.11833364,-77.08398081
North Carolina,US,36.23103603,-81.70033724
North Carolina,US,35.30885257,-79.48474178
North Carolina,US,35.64003916,-80.52446628
North Carolina,US,36.0434701,-79.39976137
North Carolina,US,35.36438125,-78.00027268
North Carolina,US,34.98820368,-78.36914061
North Carolina,US,35.48508185,-81.21740317
North Carolina,US,35.01888303,-79.23651674
North Carolina,US,35.79115496,-80.21256572
North Carolina,US,36.26723798,-76.25134778
North Carolina,US,35.47623147,-79.17569362
North Carolina,US,35.66211129,-81.2132617
North Carolina,US,36.12908077,-76.60118385
North Carolina,US,35.33788927,-82.4766782
North Carolina,US,34.64244496,-79.10250529999998
North Carolina,US,35.42017674,-76.15180542
North Carolina,US,36.30337451,-78.65184241
North Carolina,US,35.93099927,-80.54496571
North Carolina,US,35.33155144,-79.90416657
North Carolina,US,35.96575634,-77.98422508
North Carolina,US,34.8386299,-79.4757978
Maryland,US,39.13676329,-77.20358245
Maryland,US,38.83070039,-76.8496441
Maryland,US,39.45784712,-76.62911955
Maryland,US,39.30211911,-76.61151012
Maryland,US,39.25305293,-76.93126208
Maryland,US,39.00670238,-76.60329337
Maryland,US,39.55010644,-76.30775940000002
Maryland,US,38.51092331,-76.98580666
Maryland,US,39.56453592,-77.02373735
Maryland,US,38.53961642,-76.56820632
Maryland,US,38.37301947,-75.62705831
Maryland,US,38.21274277,-75.33200012
Maryland,US,38.76618159,-76.10882561
Maryland,US,39.47296601,-77.39999394
Maryland,US,38.87172293,-75.82904158
Maryland,US,39.06198912,-76.03530977
Maryland,US,38.1163542,-75.75118623
Maryland,US,39.60835778,-77.82002295
Maryland,US,38.30058422,-76.60629279999998
Virginia,US,37.31156958,-76.76950618
Virginia,US,38.83677558,-77.27565836
Virginia,US,38.8767675,-77.10139853
Virginia,US,38.70916224,-77.48713689
Virginia,US,36.73285734,-76.04566934
Virginia,US,39.08990083,-77.63481877
Virginia,US,37.37373208,-77.58680140000001
Virginia,US,37.53460572,-77.39326555
Virginia,US,37.937575,-76.72920628
Virginia,US,38.814003,-77.08183073
Virginia,US,38.41758738,-77.45917053
Virginia,US,37.24374789,-76.54412815
Virginia,US,37.28131268,-76.70905141
Virginia,US,38.03527919,-78.48569588
Virginia,US,36.89934014,-76.26420872
Virginia,US,38.18574462,-77.655399
Virginia,US,37.71714806,-77.90381514
Virginia,US,38.02080697,-78.55481085
Virginia,US,37.40809042,-76.53524337
Virginia,US,37.08166899,-76.51754109
Virginia,US,36.70586667,-83.12606515
Virginia,US,38.51006137,-78.87260325
Virginia,US,38.48199985,-77.95630870000002
Virginia,US,37.7583355,-77.49464673
Virginia,US,37.22554789,-78.43597949
Virginia,US,38.43542574,-78.87536254
Virginia,US,37.35358063,-77.05634116
Virginia,US,37.55531756,-79.80982182
Virginia,US,36.70155394,-76.63603554
Virginia,US,37.76707161,-75.63234615
Virginia,US,36.67882005,-78.36131056
Virginia,US,37.81204314,-79.44605905
Virginia,US,36.90579348,-76.70842863
Virginia,US,36.99536167,-79.88023649
Virginia,US,36.58022376,-79.40395668
Virginia,US,37.3080028,-79.5281964
Virginia,US,37.60308293,-79.14548696
Virginia,US,37.84157909,-78.27715475
Virginia,US,37.97850256,-77.96274807
Mississippi,US,32.2656285,-90.44435448
Mississippi,US,34.87625235,-89.99091418
Mississippi,US,30.51359752,-89.12467576
Mississippi,US,31.18961454,-89.25832496
Mississippi,US,30.77090935,-89.58677275
Mississippi,US,32.63389156,-90.03513564
Mississippi,US,33.55545125,-90.29900733
Mississippi,US,34.22772299,-90.60415045
Mississippi,US,34.76872156,-88.90988194
Mississippi,US,32.26469147,-89.94537876
Mississippi,US,33.12345854,-90.08923538
Mississippi,US,34.291877500000005,-88.68149954
Mississippi,US,30.54020656,-88.64184064
Mississippi,US,34.35687874,-89.48490961
Mississippi,US,31.86977774,-90.44565118
Mississippi,US,30.41830223,-89.48851033
Mississippi,US,31.53288662,-90.45391915
Mississippi,US,33.47386518,-88.44191529999998
Mississippi,US,33.79696941,-90.87372121
Mississippi,US,31.16078225,-91.31018819
Mississippi,US,31.47786634,-90.89672989
Mississippi,US,34.76216286,-89.50299462
Mississippi,US,31.17507789,-90.40392572
Mississippi,US,34.27993475,-88.3606733
Mississippi,US,33.28392041,-90.94196237
Mississippi,US,33.89236763,-88.4808438
Mississippi,US,31.14971548,-90.10446654
Mississippi,US,33.08747908,-89.03391385
Mississippi,US,31.55147224,-90.10841127
Mississippi,US,33.77036166,-89.80245083
Mississippi,US,34.36398677,-89.95064249
Mississippi,US,34.64967704,-90.37481167
Mississippi,US,33.42491685,-88.87905132
Mississippi,US,33.60192578,-90.58882684
Mississippi,US,31.17161885,-88.99281835
Mississippi,US,31.62257767,-89.16896899999998
Mississippi,US,32.01744532,-89.50644846
Mississippi,US,32.77890365,-90.39656148
Mississippi,US,33.12825718,-90.52252707
Mississippi,US,33.61300486,-89.28392912
Mississippi,US,31.47669768,-91.35326037
Mississippi,US,33.65358105,-88.77784255
Mississippi,US,30.86259065,-88.64436789
Mississippi,US,33.08658803,-89.57838564
Mississippi,US,32.7536828,-89.52402044
Mississippi,US,31.91282117,-89.91716179
Mississippi,US,34.49162015,-89.00776006
Mississippi,US,33.91983202,-88.9481545
Mississippi,US,33.49419589,-89.61729103
Mississippi,US,34.226046000000004,-89.03636807
Mississippi,US,32.406704100000006,-89.53789439
Mississippi,US,34.65133709,-89.94485778
Indiana,US,39.78163624,-86.13826325
Indiana,US,40.07306535,-86.05244729
Indiana,US,39.48994426,-86.10149107
Indiana,US,41.41874274,-87.38277575
Indiana,US,39.76719009,-86.51037283
Indiana,US,41.61756781,-86.29040834
Indiana,US,40.48527731,-86.11351892
Indiana,US,39.20744865,-85.89558181
Indiana,US,39.4142482,-85.06062647
Indiana,US,38.48015445,-85.70510334
Indiana,US,41.09194313,-85.06800636
Indiana,US,41.59761169,-85.85875695
Indiana,US,40.0509304,-86.46841646
Indiana,US,38.32117957,-85.90385377
Indiana,US,41.54366008,-86.74072188
Indiana,US,40.38872739,-86.89413959
Indiana,US,40.16143691,-85.71964711
Indiana,US,39.42944561,-87.39169027
Indiana,US,40.51587228,-85.65468702
Indiana,US,40.22787247,-85.39732772
Indiana,US,39.82304555,-85.77566351
Indiana,US,41.39672484,-85.41966713
